a,b,c,d,e,f,g,h,i,k
2247.0111,127.0111,28.0111,127.0111,54.0111,977.0111,253.0111,209.0111,65.0111,1318.0111
2234.0111,121.0111,28.0111,108.0111,47.0111,997.0111,254.0111,205.0111,59.0111,1296.0111
2221.0111,117.0111,27.0111,85.0111,34.0111,1018.0111,254.0111,204.0111,60.0111,1273.0111
2206.0111,123.0111,24.0111,67.0111,22.0111,1040.0111,252.0111,214.0111,75.0111,1252.0111
2195.0111,134.0111,21.0111,42.0111,11.0111,1061.0111,248.0111,225.0111,94.0111,1230.0111
2188.0111,136.0111,18.0111,30.0111,7.0111,1082.0111,245.0111,230.0111,106.0111,1209.0111
2181.0111,130.0111,11.0111,0.0111,0.0111,1104.0111,238.0111,234.0111,124.0111,1189.0111
2180.0111,69.0111,3.0111,0.0111,0.0111,1126.0111,223.0111,233.0111,145.0111,1168.0111
2180.0111,14.0111,7.0111,30.0111,0.0111,1149.0111,213.0111,225.0111,149.0111,1149.0111
2179.0111,348.0111,10.0111,42.0111,3.0111,1172.0111,201.0111,224.0111,161.0111,1129.0111
2387.0111,291.0111,20.0111,124.0111,49.0111,1353.0111,160.0111,233.0111,210.0111,836.0111
2399.0111,59.0111,17.0111,301.0111,61.0111,1377.0111,231.0111,202.0111,98.0111,671.0111
2336.0111,65.0111,9.0111,0.0111,0.0111,1418.0111,229.0111,222.0111,126.0111,323.0111
2332.0111,15.0111,11.0111,0.0111,0.0111,1415.0111,210.0111,217.0111,143.0111,313.0111
2334.0111,343.0111,14.0111,30.0111,5.0111,1413.0111,190.0111,218.0111,165.0111,306.0111
2398.0111,337.0111,23.0111,192.0111,73.0111,1413.0111,164.0111,202.0111,174.0111,366.0111
2392.0111,34.0111,21.0111,297.0111,81.0111,1430.0111,211.0111,188.0111,104.0111,323.0111
2312.0111,67.0111,28.0111,297.0111,132.0111,1471.0111,234.0111,173.0111,52.0111,170.0111
2261.0111,52.0111,21.0111,228.0111,81.0111,1510.0111,226.0111,191.0111,89.0111,120.0111
2106.0111,0.0111,5.0111,0.0111,0.0111,1123.0111,213.0111,231.0111,156.0111,582.0111
2111.0111,333.0111,13.0111,30.0111,4.0111,1099.0111,191.0111,223.0111,172.0111,612.0111
2233.0111,307.0111,30.0111,255.0111,145.0111,830.0111,124.0111,206.0111,215.0111,967.0111
2141.0111,46.0111,24.0111,0.0111,0.0111,633.0111,219.0111,180.0111,83.0111,904.0111
2194.0111,312.0111,32.0111,150.0111,105.0111,636.0111,118.0111,197.0111,210.0111,902.0111
2242.0111,342.0111,29.0111,268.0111,180.0111,664.0111,149.0111,184.0111,166.0111,918.0111
2122.0111,49.0111,24.0111,0.0111,0.0111,309.0111,221.0111,180.0111,80.0111,882.0111
2121.0111,294.0111,20.0111,108.0111,40.0111,192.0111,160.0111,231.0111,209.0111,765.0111
2995.0111,48.0111,6.0111,30.0111,0.0111,2236.0111,223.0111,226.0111,139.0111,4155.0111
2923.0111,26.0111,10.0111,170.0111,25.0111,1385.0111,215.0111,218.0111,138.0111,700.0111
2858.0111,327.0111,11.0111,0.0111,0.0111,1626.0111,192.0111,227.0111,174.0111,1224.0111
2883.0111,329.0111,11.0111,150.0111,4.0111,1776.0111,193.0111,227.0111,173.0111,1383.0111
2298.0111,117.0111,11.0111,0.0111,0.0111,108.0111,238.0111,230.0111,121.0111,297.0111
2237.0111,81.0111,13.0111,0.0111,0.0111,849.0111,237.0111,216.0111,107.0111,420.0111
2256.0111,322.0111,25.0111,67.0111,25.0111,912.0111,149.0111,207.0111,193.0111,330.0111
2238.0111,173.0111,17.0111,30.0111,4.0111,1455.0111,228.0111,246.0111,144.0111,601.0111
2234.0111,151.0111,12.0111,0.0111,0.0111,1451.0111,236.0111,240.0111,132.0111,600.0111
2298.0111,15.0111,9.0111,180.0111,65.0111,1440.0111,212.0111,221.0111,146.0111,671.0111
2232.0111,169.0111,34.0111,0.0111,0.0111,1465.0111,223.0111,230.0111,110.0111,892.0111
2212.0111,151.0111,24.0111,0.0111,0.0111,1477.0111,242.0111,231.0111,104.0111,937.0111
2208.0111,301.0111,10.0111,30.0111,-14.0111,1452.0111,193.0111,236.0111,183.0111,984.0111
2268.0111,311.0111,41.0111,124.0111,39.0111,1360.0111,81.0111,175.0111,216.0111,1082.0111
2393.0111,349.0111,24.0111,323.0111,211.0111,1188.0111,168.0111,193.0111,158.0111,1159.0111
2159.0111,29.0111,6.0111,0.0111,0.0111,716.0111,218.0111,227.0111,145.0111,1490.0111
2292.0111,282.0111,30.0111,418.0111,154.0111,603.0111,125.0111,226.0111,233.0111,1627.0111
2346.0111,293.0111,22.0111,532.0111,208.0111,626.0111,151.0111,228.0111,215.0111,1620.0111
2389.0111,146.0111,16.0111,418.0111,192.0111,716.0111,240.0111,236.0111,121.0111,1630.0111
2382.0111,134.0111,20.0111,390.0111,185.0111,732.0111,247.0111,227.0111,99.0111,1622.0111
2374.0111,131.0111,20.0111,362.0111,177.0111,750.0111,248.0111,225.0111,96.0111,1598.0111
2357.0111,120.0111,23.0111,309.0111,160.0111,787.0111,252.0111,214.0111,78.0111,1548.0111
2292.0111,109.0111,26.0111,192.0111,98.0111,876.0111,253.0111,201.0111,58.0111,1429.0111
2263.0111,111.0111,25.0111,150.0111,69.0111,914.0111,253.0111,204.0111,63.0111,1383.0111
2236.0111,118.0111,26.0111,108.0111,43.0111,955.0111,254.0111,206.0111,62.0111,1338.0111
2225.0111,122.0111,26.0111,85.0111,32.0111,976.0111,253.0111,209.0111,66.0111,1316.0111
2212.0111,119.0111,25.0111,67.0111,25.0111,997.0111,253.0111,210.0111,69.0111,1294.0111
2200.0111,113.0111,22.0111,42.0111,13.0111,1018.0111,251.0111,211.0111,76.0111,1273.0111
2190.0111,114.0111,17.0111,30.0111,6.0111,1040.0111,247.0111,221.0111,97.0111,1252.0111
2184.0111,116.0111,9.0111,0.0111,0.0111,1062.0111,236.0111,231.0111,126.0111,1231.0111
2184.0111,351.0111,9.0111,42.0111,4.0111,1129.0111,204.0111,225.0111,159.0111,1172.0111
2189.0111,330.0111,17.0111,85.0111,13.0111,1176.0111,178.0111,218.0111,178.0111,1134.0111
2225.0111,321.0111,17.0111,190.0111,37.0111,1239.0111,175.0111,222.0111,186.0111,1050.0111
2399.0111,71.0111,13.0111,300.0111,61.0111,1347.0111,234.0111,214.0111,110.0111,685.0111
2381.0111,73.0111,8.0111,234.0111,35.0111,1385.0111,230.0111,225.0111,128.0111,558.0111
2342.0111,348.0111,6.0111,0.0111,0.0111,1448.0111,209.0111,231.0111,160.0111,351.0111
2411.0111,7.0111,23.0111,277.0111,100.0111,1451.0111,187.0111,189.0111,133.0111,371.0111
2318.0111,64.0111,27.0111,277.0111,138.0111,1500.0111,233.0111,176.0111,58.0111,150.0111
2237.0111,89.0111,14.0111,162.0111,86.0111,1503.0111,240.0111,217.0111,104.0111,175.0111
2116.0111,62.0111,7.0111,30.0111,4.0111,1190.0111,226.0111,226.0111,134.0111,518.0111
2116.0111,318.0111,15.0111,30.0111,10.0111,1116.0111,180.0111,226.0111,185.0111,607.0111
2256.0111,306.0111,30.0111,255.0111,8.0111,834.0111,124.0111,207.0111,216.0111,994.0111
2268.0111,325.0111,29.0111,234.0111,20.0111,816.0111,136.0111,194.0111,191.0111,1024.0111
2145.0111,329.0111,17.0111,30.0111,4.0111,661.0111,178.0111,218.0111,179.0111,932.0111
2218.0111,303.0111,30.0111,180.0111,129.0111,671.0111,126.0111,211.0111,218.0111,934.0111
2964.0111,96.0111,19.0111,480.0111,157.0111,497.0111,246.0111,210.0111,85.0111,907.0111
2907.0111,7.0111,4.0111,175.0111,27.0111,1907.0111,215.0111,232.0111,154.0111,1397.0111
2870.0111,100.0111,20.0111,268.0111,90.0111,2043.0111,249.0111,208.0111,79.0111,1421.0111
2778.0111,100.0111,13.0111,42.0111,3.0111,2173.0111,241.0111,222.0111,109.0111,1260.0111
2301.0111,119.0111,11.0111,0.0111,0.0111,108.0111,239.0111,231.0111,121.0111,255.0111
2328.0111,335.0111,20.0111,108.0111,38.0111,382.0111,170.0111,208.0111,175.0111,569.0111
2242.0111,105.0111,13.0111,0.0111,0.0111,850.0111,242.0111,223.0111,109.0111,451.0111
2296.0111,321.0111,23.0111,150.0111,69.0111,968.0111,156.0111,212.0111,192.0111,242.0111
2325.0111,313.0111,25.0111,212.0111,103.0111,997.0111,145.0111,212.0111,203.0111,153.0111
2364.0111,3.0111,30.0111,404.0111,152.0111,1107.0111,166.0111,169.0111,129.0111,95.0111
2423.0111,39.0111,9.0111,459.0111,181.0111,1495.0111,221.0111,220.0111,134.0111,661.0111
2231.0111,243.0111,2.0111,30.0111,-1.0111,1489.0111,215.0111,240.0111,163.0111,633.0111
2233.0111,332.0111,8.0111,0.0111,0.0111,1485.0111,201.0111,230.0111,168.0111,631.0111
2286.0111,274.0111,22.0111,134.0111,55.0111,1470.0111,154.0111,239.0111,221.0111,674.0111
2207.0111,183.0111,29.0111,0.0111,0.0111,1485.0111,214.0111,244.0111,143.0111,870.0111
2212.0111,182.0111,22.0111,0.0111,0.0111,1495.0111,220.0111,248.0111,149.0111,912.0111
2162.0111,311.0111,9.0111,0.0111,0.0111,691.0111,196.0111,234.0111,177.0111,1468.0111
2385.0111,149.0111,10.0111,437.0111,188.0111,674.0111,234.0111,240.0111,137.0111,1657.0111
2374.0111,131.0111,20.0111,379.0111,177.0111,708.0111,248.0111,224.0111,95.0111,1639.0111
2358.0111,136.0111,22.0111,323.0111,161.0111,745.0111,248.0111,224.0111,92.0111,1590.0111
2337.0111,127.0111,26.0111,268.0111,140.0111,782.0111,252.0111,212.0111,71.0111,1542.0111
2312.0111,122.0111,27.0111,216.0111,115.0111,816.0111,253.0111,206.0111,61.0111,1495.0111
2286.0111,120.0111,27.0111,170.0111,89.0111,853.0111,254.0111,206.0111,61.0111,1448.0111
2233.0111,114.0111,28.0111,95.0111,40.0111,933.0111,254.0111,199.0111,51.0111,1358.0111
2217.0111,120.0111,25.0111,67.0111,24.0111,955.0111,253.0111,209.0111,67.0111,1337.0111
2207.0111,121.0111,21.0111,42.0111,14.0111,976.0111,250.0111,218.0111,85.0111,1315.0111
2184.0111,332.0111,6.0111,30.0111,0.0111,1064.0111,207.0111,233.0111,165.0111,1233.0111
2187.0111,326.0111,7.0111,42.0111,6.0111,1087.0111,202.0111,232.0111,169.0111,1214.0111
2189.0111,330.0111,9.0111,67.0111,8.0111,1110.0111,199.0111,229.0111,170.0111,1195.0111
2284.0111,7.0111,23.0111,0.0111,0.0111,1304.0111,186.0111,189.0111,134.0111,947.0111
2338.0111,133.0111,9.0111,30.0111,0.0111,1463.0111,235.0111,236.0111,131.0111,402.0111
2187.0111,120.0111,27.0111,85.0111,45.0111,1410.0111,254.0111,205.0111,60.0111,277.0111
2120.0111,104.0111,10.0111,30.0111,3.0111,1256.0111,237.0111,228.0111,121.0111,454.0111
2117.0111,3.0111,9.0111,0.0111,0.0111,1207.0111,208.0111,223.0111,152.0111,514.0111
2118.0111,3.0111,12.0111,0.0111,0.0111,1182.0111,203.0111,216.0111,150.0111,543.0111
2120.0111,314.0111,16.0111,42.0111,8.0111,1134.0111,176.0111,226.0111,189.0111,603.0111
2177.0111,333.0111,19.0111,228.0111,73.0111,976.0111,172.0111,211.0111,176.0111,812.0111
2246.0111,297.0111,32.0111,258.0111,-1.0111,876.0111,116.0111,211.0111,227.0111,962.0111
2224.0111,287.0111,29.0111,180.0111,129.0111,700.0111,127.0111,223.0111,230.0111,964.0111
2256.0111,304.0111,26.0111,240.0111,177.0111,713.0111,138.0111,216.0111,213.0111,972.0111
2274.0111,337.0111,25.0111,247.0111,58.0111,664.0111,156.0111,196.0111,174.0111,983.0111
3276.0111,52.0111,11.0111,150.0111,11.0111,3636.0111,226.0111,217.0111,124.0111,3529.0111
3095.0111,50.0111,21.0111,42.0111,1.0111,2777.0111,224.0111,189.0111,89.0111,4011.0111
3087.0111,17.0111,32.0111,495.0111,216.0111,495.0111,177.0111,158.0111,101.0111,1852.0111
2911.0111,151.0111,2.0111,242.0111,24.0111,1972.0111,222.0111,239.0111,152.0111,1395.0111
2794.0111,104.0111,17.0111,90.0111,19.0111,2163.0111,246.0111,217.0111,94.0111,1321.0111
2303.0111,124.0111,10.0111,0.0111,0.0111,108.0111,238.0111,233.0111,125.0111,212.0111
2300.0111,351.0111,5.0111,0.0111,0.0111,127.0111,212.0111,232.0111,158.0111,234.0111
2332.0111,346.0111,30.0111,95.0111,44.0111,350.0111,147.0111,177.0111,158.0111,503.0111
2274.0111,114.0111,28.0111,60.0111,27.0111,799.0111,254.0111,199.0111,51.0111,543.0111
2247.0111,106.0111,16.0111,0.0111,0.0111,849.0111,246.0111,218.0111,96.0111,484.0111
2297.0111,309.0111,22.0111,150.0111,66.0111,931.0111,155.0111,220.0111,203.0111,277.0111
2197.0111,61.0111,6.0111,0.0111,0.0111,1505.0111,225.0111,227.0111,136.0111,834.0111
2195.0111,189.0111,3.0111,30.0111,-16.0111,1515.0111,219.0111,241.0111,158.0111,892.0111
2298.0111,308.0111,37.0111,127.0111,81.0111,1345.0111,99.0111,191.0111,219.0111,1082.0111
2417.0111,0.0111,15.0111,402.0111,235.0111,1103.0111,196.0111,210.0111,150.0111,1113.0111
2394.0111,20.0111,15.0111,446.0111,238.0111,1019.0111,208.0111,208.0111,134.0111,1148.0111
2385.0111,207.0111,5.0111,459.0111,188.0111,633.0111,217.0111,245.0111,164.0111,1684.0111
2357.0111,129.0111,23.0111,342.0111,160.0111,703.0111,250.0111,220.0111,85.0111,1632.0111
2339.0111,134.0111,25.0111,285.0111,142.0111,741.0111,250.0111,219.0111,81.0111,1584.0111
2316.0111,126.0111,27.0111,228.0111,119.0111,774.0111,253.0111,211.0111,67.0111,1537.0111
2303.0111,123.0111,28.0111,201.0111,106.0111,792.0111,253.0111,207.0111,61.0111,1513.0111
2290.0111,125.0111,29.0111,175.0111,93.0111,811.0111,253.0111,206.0111,59.0111,1490.0111
2277.0111,128.0111,29.0111,150.0111,80.0111,830.0111,253.0111,207.0111,59.0111,1468.0111
2251.0111,131.0111,29.0111,108.0111,57.0111,870.0111,251.0111,211.0111,66.0111,1423.0111
2239.0111,128.0111,30.0111,85.0111,45.0111,891.0111,252.0111,205.0111,56.0111,1401.0111
2223.0111,125.0111,31.0111,67.0111,29.0111,912.0111,253.0111,201.0111,50.0111,1379.0111
2200.0111,131.0111,19.0111,30.0111,7.0111,955.0111,247.0111,226.0111,100.0111,1337.0111
2186.0111,86.0111,7.0111,0.0111,0.0111,999.0111,230.0111,229.0111,132.0111,1296.0111
2186.0111,351.0111,6.0111,30.0111,0.0111,1022.0111,209.0111,229.0111,159.0111,1276.0111
2192.0111,320.0111,11.0111,85.0111,11.0111,1092.0111,192.0111,230.0111,177.0111,1218.0111
2234.0111,326.0111,23.0111,212.0111,62.0111,1176.0111,156.0111,207.0111,187.0111,1116.0111
2308.0111,304.0111,28.0111,90.0111,16.0111,1233.0111,132.0111,213.0111,215.0111,1006.0111
2341.0111,105.0111,11.0111,30.0111,4.0111,1422.0111,238.0111,227.0111,118.0111,443.0111
2337.0111,52.0111,3.0111,0.0111,0.0111,1437.0111,221.0111,233.0111,149.0111,430.0111
2338.0111,311.0111,9.0111,0.0111,0.0111,1451.0111,196.0111,234.0111,177.0111,418.0111
2366.0111,322.0111,21.0111,108.0111,30.0111,1501.0111,162.0111,214.0111,189.0111,391.0111
2127.0111,87.0111,10.0111,0.0111,0.0111,1298.0111,235.0111,224.0111,119.0111,421.0111
2123.0111,354.0111,15.0111,0.0111,0.0111,1249.0111,193.0111,212.0111,156.0111,481.0111
2127.0111,4.0111,15.0111,0.0111,0.0111,1200.0111,199.0111,210.0111,147.0111,541.0111
2137.0111,301.0111,27.0111,85.0111,25.0111,1129.0111,136.0111,217.0111,217.0111,631.0111
2258.0111,118.0111,28.0111,85.0111,36.0111,769.0111,254.0111,202.0111,55.0111,1034.0111
2182.0111,93.0111,23.0111,0.0111,0.0111,730.0111,249.0111,197.0111,64.0111,1001.0111
2172.0111,57.0111,22.0111,0.0111,0.0111,726.0111,229.0111,187.0111,80.0111,997.0111
2163.0111,14.0111,22.0111,0.0111,0.0111,722.0111,193.0111,189.0111,126.0111,994.0111
2264.0111,302.0111,28.0111,240.0111,175.0111,731.0111,131.0111,213.0111,217.0111,1001.0111
2191.0111,64.0111,33.0111,0.0111,0.0111,433.0111,229.0111,155.0111,32.0111,912.0111
2164.0111,27.0111,28.0111,30.0111,0.0111,384.0111,196.0111,169.0111,96.0111,860.0111
3283.0111,92.0111,8.0111,124.0111,18.0111,3670.0111,233.0111,228.0111,128.0111,3542.0111
2962.0111,153.0111,7.0111,30.0111,0.0111,1622.0111,229.0111,241.0111,144.0111,3544.0111
3145.0111,324.0111,39.0111,330.0111,149.0111,514.0111,97.0111,168.0111,195.0111,2084.0111
3029.0111,113.0111,14.0111,655.0111,229.0111,664.0111,244.0111,224.0111,107.0111,1084.0111
2848.0111,92.0111,20.0111,95.0111,43.0111,120.0111,247.0111,204.0111,77.0111,819.0111
2938.0111,356.0111,9.0111,120.0111,15.0111,1397.0111,205.0111,224.0111,156.0111,558.0111
2791.0111,117.0111,14.0111,85.0111,13.0111,2188.0111,244.0111,226.0111,108.0111,1345.0111
2782.0111,84.0111,7.0111,30.0111,7.0111,2222.0111,230.0111,228.0111,131.0111,1308.0111
2302.0111,348.0111,6.0111,0.0111,0.0111,127.0111,209.0111,231.0111,160.0111,192.0111
2337.0111,350.0111,33.0111,120.0111,46.0111,297.0111,143.0111,166.0111,148.0111,408.0111
2247.0111,68.0111,9.0111,0.0111,0.0111,865.0111,230.0111,221.0111,124.0111,488.0111
2401.0111,0.0111,30.0111,480.0111,195.0111,1110.0111,161.0111,168.0111,132.0111,201.0111
2432.0111,349.0111,21.0111,537.0111,242.0111,1318.0111,176.0111,199.0111,159.0111,488.0111
2241.0111,319.0111,23.0111,30.0111,10.0111,1554.0111,153.0111,211.0111,195.0111,696.0111
2262.0111,351.0111,17.0111,108.0111,31.0111,1531.0111,188.0111,209.0111,158.0111,700.0111
2290.0111,322.0111,18.0111,170.0111,55.0111,1530.0111,172.0111,219.0111,186.0111,731.0111
2294.0111,66.0111,20.0111,162.0111,80.0111,1530.0111,235.0111,194.0111,82.0111,765.0111
2408.0111,1.0111,21.0111,408.0111,220.0111,957.0111,184.0111,195.0111,144.0111,1142.0111
2187.0111,303.0111,27.0111,42.0111,19.0111,624.0111,135.0111,215.0111,215.0111,1443.0111
2253.0111,309.0111,24.0111,153.0111,95.0111,564.0111,147.0111,216.0111,206.0111,1528.0111
2373.0111,118.0111,19.0111,395.0111,176.0111,642.0111,249.0111,220.0111,92.0111,1698.0111
2362.0111,114.0111,22.0111,365.0111,165.0111,661.0111,251.0111,213.0111,78.0111,1674.0111
2338.0111,127.0111,24.0111,306.0111,141.0111,700.0111,251.0111,216.0111,79.0111,1626.0111
2308.0111,130.0111,27.0111,218.0111,111.0111,750.0111,251.0111,214.0111,72.0111,1556.0111
2295.0111,124.0111,28.0111,190.0111,98.0111,768.0111,253.0111,207.0111,62.0111,1533.0111
2280.0111,122.0111,30.0111,162.0111,83.0111,787.0111,254.0111,201.0111,51.0111,1510.0111
2265.0111,127.0111,31.0111,134.0111,68.0111,807.0111,253.0111,202.0111,51.0111,1487.0111
2251.0111,132.0111,31.0111,108.0111,54.0111,828.0111,251.0111,206.0111,58.0111,1465.0111
2239.0111,136.0111,31.0111,85.0111,42.0111,849.0111,249.0111,210.0111,63.0111,1443.0111
2227.0111,134.0111,32.0111,67.0111,33.0111,870.0111,250.0111,206.0111,57.0111,1421.0111
2193.0111,132.0111,13.0111,30.0111,0.0111,934.0111,241.0111,233.0111,119.0111,1358.0111
2189.0111,113.0111,5.0111,0.0111,0.0111,957.0111,230.0111,234.0111,138.0111,1338.0111
2188.0111,354.0111,5.0111,30.0111,-4.0111,979.0111,212.0111,231.0111,157.0111,1318.0111
2355.0111,300.0111,25.0111,120.0111,13.0111,1239.0111,143.0111,221.0111,214.0111,990.0111
2367.0111,302.0111,27.0111,150.0111,25.0111,1236.0111,134.0111,216.0111,216.0111,990.0111
2340.0111,66.0111,6.0111,0.0111,0.0111,1396.0111,226.0111,228.0111,137.0111,470.0111
2351.0111,312.0111,19.0111,42.0111,13.0111,1441.0111,167.0111,223.0111,195.0111,437.0111
2367.0111,313.0111,18.0111,95.0111,28.0111,1473.0111,170.0111,224.0111,193.0111,424.0111
2374.0111,311.0111,18.0111,124.0111,32.0111,1489.0111,169.0111,225.0111,195.0111,421.0111
2389.0111,300.0111,15.0111,212.0111,61.0111,1530.0111,176.0111,232.0111,196.0111,430.0111
2211.0111,153.0111,35.0111,90.0111,31.0111,1597.0111,237.0111,218.0111,80.0111,90.0111
2142.0111,137.0111,19.0111,0.0111,0.0111,1390.0111,245.0111,229.0111,105.0111,330.0111
2129.0111,47.0111,8.0111,0.0111,0.0111,1340.0111,223.0111,223.0111,135.0111,390.0111
2134.0111,15.0111,16.0111,0.0111,0.0111,1218.0111,204.0111,206.0111,136.0111,540.0111
2198.0111,345.0111,19.0111,212.0111,61.0111,1040.0111,178.0111,206.0111,164.0111,780.0111
2212.0111,310.0111,30.0111,301.0111,108.0111,979.0111,126.0111,205.0111,211.0111,870.0111
2266.0111,119.0111,25.0111,85.0111,35.0111,808.0111,253.0111,210.0111,70.0111,1072.0111
2203.0111,87.0111,23.0111,0.0111,0.0111,771.0111,246.0111,196.0111,67.0111,1041.0111
2186.0111,41.0111,20.0111,0.0111,0.0111,760.0111,218.0111,193.0111,101.0111,1031.0111
2188.0111,339.0111,27.0111,67.0111,36.0111,750.0111,153.0111,191.0111,170.0111,1020.0111
2251.0111,75.0111,27.0111,60.0111,35.0111,525.0111,240.0111,178.0111,51.0111,981.0111
2234.0111,77.0111,30.0111,30.0111,18.0111,499.0111,241.0111,171.0111,39.0111,953.0111
2894.0111,329.0111,17.0111,247.0111,26.0111,1082.0111,177.0111,217.0111,179.0111,638.0111
2780.0111,135.0111,5.0111,30.0111,1.0111,2247.0111,228.0111,238.0111,144.0111,1332.0111
2316.0111,324.0111,25.0111,42.0111,14.0111,170.0111,151.0111,205.0111,190.0111,201.0111
2336.0111,325.0111,27.0111,85.0111,36.0111,212.0111,143.0111,200.0111,190.0111,256.0111
2361.0111,6.0111,19.0111,150.0111,72.0111,361.0111,194.0111,201.0111,141.0111,459.0111
2352.0111,60.0111,13.0111,162.0111,64.0111,408.0111,230.0111,213.0111,114.0111,518.0111
2255.0111,90.0111,12.0111,0.0111,0.0111,840.0111,239.0111,220.0111,110.0111,524.0111
2444.0111,354.0111,20.0111,564.0111,254.0111,1298.0111,181.0111,200.0111,153.0111,495.0111
2273.0111,327.0111,25.0111,60.0111,41.0111,1574.0111,150.0111,202.0111,187.0111,721.0111
2280.0111,355.0111,22.0111,67.0111,42.0111,1570.0111,178.0111,195.0111,151.0111,720.0111
2271.0111,1.0111,17.0111,134.0111,37.0111,1561.0111,193.0111,205.0111,148.0111,730.0111
2418.0111,12.0111,19.0111,488.0111,230.0111,997.0111,197.0111,197.0111,132.0111,1082.0111
2417.0111,36.0111,19.0111,371.0111,229.0111,914.0111,215.0111,194.0111,107.0111,1127.0111
2260.0111,24.0111,28.0111,297.0111,100.0111,488.0111,192.0111,168.0111,99.0111,1621.0111
2354.0111,253.0111,26.0111,516.0111,129.0111,524.0111,152.0111,246.0111,225.0111,1740.0111
2378.0111,159.0111,3.0111,450.0111,157.0111,582.0111,223.0111,240.0111,152.0111,1744.0111
2375.0111,118.0111,11.0111,421.0111,154.0111,600.0111,239.0111,230.0111,119.0111,1740.0111
2346.0111,99.0111,22.0111,331.0111,149.0111,658.0111,250.0111,203.0111,69.0111,1668.0111
2295.0111,127.0111,27.0111,212.0111,98.0111,726.0111,252.0111,212.0111,69.0111,1575.0111
2272.0111,122.0111,31.0111,153.0111,75.0111,765.0111,254.0111,197.0111,45.0111,1530.0111
2255.0111,123.0111,33.0111,124.0111,58.0111,785.0111,254.0111,196.0111,42.0111,1507.0111
2225.0111,133.0111,31.0111,67.0111,28.0111,828.0111,251.0111,207.0111,59.0111,1464.0111
2211.0111,134.0111,28.0111,42.0111,14.0111,849.0111,251.0111,214.0111,70.0111,1442.0111
2201.0111,131.0111,21.0111,30.0111,7.0111,870.0111,249.0111,223.0111,91.0111,1421.0111
2194.0111,124.0111,13.0111,0.0111,0.0111,892.0111,241.0111,231.0111,117.0111,1401.0111
2190.0111,343.0111,7.0111,0.0111,0.0111,937.0111,205.0111,229.0111,162.0111,1360.0111
2193.0111,338.0111,12.0111,30.0111,4.0111,960.0111,194.0111,223.0111,168.0111,1341.0111
2347.0111,291.0111,24.0111,85.0111,5.0111,1213.0111,145.0111,227.0111,219.0111,1022.0111
2398.0111,274.0111,12.0111,95.0111,9.0111,1201.0111,189.0111,243.0111,193.0111,1022.0111
2400.0111,127.0111,15.0111,277.0111,30.0111,1230.0111,243.0111,229.0111,111.0111,750.0111
2347.0111,117.0111,4.0111,30.0111,2.0111,1342.0111,227.0111,236.0111,143.0111,525.0111
2345.0111,45.0111,4.0111,0.0111,0.0111,1355.0111,221.0111,231.0111,146.0111,510.0111
2357.0111,314.0111,19.0111,67.0111,20.0111,1415.0111,167.0111,222.0111,194.0111,466.0111
2388.0111,335.0111,10.0111,190.0111,52.0111,1500.0111,198.0111,227.0111,168.0111,451.0111
2401.0111,287.0111,22.0111,255.0111,73.0111,1556.0111,153.0111,232.0111,217.0111,466.0111
2414.0111,284.0111,25.0111,277.0111,83.0111,1560.0111,143.0111,231.0111,224.0111,474.0111
2268.0111,128.0111,32.0111,150.0111,80.0111,1632.0111,252.0111,200.0111,48.0111,67.0111
2160.0111,145.0111,21.0111,30.0111,9.0111,1482.0111,244.0111,232.0111,107.0111,242.0111
2151.0111,126.0111,18.0111,0.0111,0.0111,1456.0111,247.0111,225.0111,99.0111,272.0111
2142.0111,103.0111,12.0111,0.0111,0.0111,1431.0111,240.0111,224.0111,112.0111,301.0111
2137.0111,27.0111,8.0111,0.0111,0.0111,1406.0111,217.0111,223.0111,142.0111,331.0111
2210.0111,351.0111,23.0111,240.0111,73.0111,1041.0111,172.0111,194.0111,155.0111,811.0111
2215.0111,332.0111,26.0111,270.0111,78.0111,1022.0111,149.0111,196.0111,181.0111,841.0111
2222.0111,78.0111,22.0111,0.0111,0.0111,808.0111,242.0111,193.0111,70.0111,1077.0111
2210.0111,48.0111,22.0111,0.0111,0.0111,800.0111,223.0111,187.0111,88.0111,1071.0111
2281.0111,295.0111,32.0111,247.0111,176.0111,752.0111,117.0111,213.0111,228.0111,1061.0111
2323.0111,342.0111,18.0111,212.0111,107.0111,671.0111,179.0111,209.0111,167.0111,1077.0111
2252.0111,70.0111,28.0111,67.0111,36.0111,541.0111,237.0111,173.0111,49.0111,969.0111
3169.0111,359.0111,21.0111,67.0111,11.0111,3118.0111,184.0111,197.0111,146.0111,3886.0111
2983.0111,26.0111,13.0111,60.0111,7.0111,1926.0111,213.0111,211.0111,132.0111,3850.0111
2891.0111,315.0111,16.0111,182.0111,23.0111,1036.0111,176.0111,226.0111,189.0111,700.0111
2859.0111,133.0111,23.0111,242.0111,69.0111,2120.0111,249.0111,222.0111,89.0111,1369.0111
2839.0111,129.0111,26.0111,212.0111,53.0111,2148.0111,252.0111,214.0111,73.0111,1396.0111
2782.0111,127.0111,10.0111,60.0111,4.0111,2239.0111,237.0111,234.0111,126.0111,1392.0111
2309.0111,137.0111,9.0111,0.0111,0.0111,95.0111,235.0111,237.0111,133.0111,67.0111
2306.0111,54.0111,2.0111,0.0111,0.0111,108.0111,220.0111,234.0111,150.0111,85.0111
